source_id,ra,dec,nss_solution_type,label_crossmatch,period,eccentricity,inclination,parallax_over_error,ruwe,astrometric_chi2_al,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,arg_periastron_sin,arg_periastron_cos
3820596919890084736,144.12229690242933,-6.730166433145651,SB1,0,853.5487663357196,0.1087668271333546,0.0,26.805882,1.184572,1081.2562,0.09712741,18.0,12.454394,0.9783150700925457,0.20712224320390432
5328829081659900544,133.08240933971032,-47.309601768980805,EclipsingBinary,0,1.5473191738128662,0.0,78.26974000124989,19.21481,1.0214667,426.05743,0.0,26.0,15.07586,0.0,1.0
524290437393977728,15.218087798290965,64.86944524805222,SB1,0,2.409801951075562,0.1450498974256822,0.0,84.5655,0.9550186,1607.8774,0.12877654,29.0,11.337724,-0.08230273122037252,-0.9966073752655391
5311041285633414784,137.95751722888832,-54.45769158215244,EclipsingBinary,0,4.393826007843018,0.0,86.60276203396221,18.58086,0.99024457,357.64844,0.0,24.0,14.492532,0.0,1.0
5311058946541048832,138.62352596616253,-54.247771399732,EclipsingBinary,0,0.7244471907615662,0.0,56.919835655881066,36.14346,0.98123014,314.4464,0.0,23.0,13.965544,0.0,1.0
2040450421586876032,283.8249141035753,28.467113274634634,SB1,0,703.1960859213302,0.0603782533495361,0.0,11.796416,1.138613,806.5173,0.06915804,27.0,12.646179,0.45722632959807813,-0.8893503716321648
2005048346210553728,334.229552193716,54.53810992314341,SB1,0,45.78232958663118,0.1705330145756753,0.0,15.850696,1.0777045,977.8974,0.15819936,26.0,13.161147,-0.5582943536338398,0.8296429441034094
2005076418115691648,334.68180893873165,54.787494232982574,SB1,0,1.6693687066353466,0.0658845482324891,0.0,60.99612,0.96232384,740.4161,0.085615546,23.0,11.920701,0.9996104360530688,-0.02791014392284028
1951260306084932224,321.6490753584596,34.79418521680191,SB1,0,25.915616541740366,0.2877285537450489,0.0,137.00691,1.1834543,1903.5702,0.11621212,26.0,9.970958,-0.33081432494927393,0.9436958632993768
1860416799977030656,306.5333772785081,28.89841459031733,SB1,0,16.407663034042205,0.5494726991711093,0.0,152.16818,1.0795122,938.2694,0.07932484,28.0,12.563369,0.2718930588692538,0.962327472609361
4136293611899722880,257.84427910669683,-16.109493280715782,SB1,0,2.9288427745428938,0.0944510595249584,0.0,90.33324,0.83228654,384.35428,0.06221531,15.0,11.761442,0.20773919435356117,0.9781842500926567
